"Block Group","Census Tract","County","State","total_population","total_hous_units","total_occ_hous_units","total_vac_hous_units","total_own_occ_units","total_rent_occ_units","total_for_rent_units","total_rented_non_occ","total_for_sale_units","total_sold_non_occ_units","med_rent_over_income","owner_hous_val_25th_per","owner_hous_val_50th_per","owner_hous_val_75th_per","med_owner_cost_mortg","med_owner_cost_no_mortg","med_cost_over_income_mortg","med_cost_over_income_no_mortg","med_hous_cost","med_fam_income","med_non_fam_income","med_rent_0_bed","med_rent_1_bed","med_rent_2_bed","med_rent_3_bed","med_rent_4_bed","med_rent_5_plus_bed","med_rent","tot_white","tot_black","tot_native","tot_asian","tot_pacific","tot_other","tot_two_plus","median_age","median_male_age","median_female_age","tot_households","family_households","family_married_households","family_other_households","non_family_households","non_family_households_alone","non_family_households_not_alone","two_person_family","three_person_family","four_person_family","five_person_family","six_person_family","seven_plus_person_family","one_person_nonfamily","two_person_nonfamily","three_person_nonfamily","four_person_nonfamily","five_person_nonfamily","six_person_nonfamily","seven_plus_person_nonfamily","labor_force","civilian_labor_force","civilian_labor_force_employ","civilian_labor_force_unemploy","military_labor_force","non_labor_force","agg_income_deficit","agg_income_deficit_married","agg_income_deficit_nonmarried","agg_income_deficit_no_wife","agg_income_deficit_no_husband","median_household_income","median_hh_income_own","median_hh_income_rent","no_schooling_completed","nursery_school","kindergarten","first_grade","second_grade","third_grade","fourth_grade","fifth_grade","sixth_grade","seventh_grade","eigth_grade","ninth_grade","tenth_grade","eleventh_grade","twelfth_grade_no_diploma","regular_high_school_diploma","ged_or_alternative_credential","some_college_less_than_1_year","some_college_1_or_more_years_no_degree","associates_degree","bachelors_degree","masters_degree","professional_school_degree","doctorate_degree","commute_car_truck_or_van","commute_drove_alone","commute_carpooled","commute_in_2_person_carpool","commute_in_3_person_carpool","commute_in_4_person_carpool","commute_in_5_or_6_person_carpool","commute_in_7_or_more_person_carpool","commute_public_transportation_excluding_taxicab","commute_bus_or_trolley_bus","commute_streetcar_or_trolley_car","commute_subway_or_elevated","commute_railroad","commute_ferryboat","commute_taxicab","commute_motorcycle","commute_bicycle","commute_walked","commute_other_means","commute_worked_at_home","hh_income_less_than_10000","hh_income_10000_to_14999","hh_income_15000_to_19999","hh_income_20000_to_24999","hh_income_25000_to_29999","hh_income_30000_to_34999","hh_income_35000_to_39999","hh_income_40000_to_44999","hh_income_45000_to_49999","hh_income_50000_to_59999","hh_income_60000_to_74999","hh_income_75000_to_99999","hh_income_100000_to_124999","hh_income_125000_to_149999","hh_income_150000_to_199999","hh_income_200_000_or_more","workers_no_vehicle_available","workers_1_vehicle_available","workers_2_vehicles_available","workers_3_vehicles_available","workers_4_vehicles_available","workers_5_plus_vehicles_available"
"Block Group 3","Census Tract 24","St. Joseph County","Indiana",1269,461,372,89,128,244,27,9,34,11,31.9,33900,45800,57600,622,200,20,10.4,NA,35575,21513,NA,NA,NA,NA,NA,NA,900,576,505,34,0,0,144,10,29.5,27.3,29.9,372,277,108,169,95,83,12,62,65,98,31,0,21,83,12,0,0,0,0,0,613,613,541,72,0,295,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,0,0,6,4,43,30,6,16,81,29,60,261,55,25,74,25,26,4,0,0,498,411,87,64,23,0,0,0,5,5,0,0,0,0,0,9,0,0,0,4,29,19,31,37,33,51,60,35,3,14,47,9,4,0,0,0,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 24","St. Joseph County","Indiana",896,386,281,105,157,124,29,0,8,18,41.4,36800,44100,56800,713,222,22.9,11.3,NA,25921,23750,NA,NA,NA,NA,NA,NA,796,406,249,0,0,0,190,51,34.9,20.7,39.9,281,202,82,120,79,71,8,78,21,43,49,11,0,71,8,0,0,0,0,0,326,326,274,52,0,275,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,9,0,4,0,37,47,0,30,5,33,25,11,171,34,0,50,16,19,11,0,0,260,197,63,63,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,19,10,49,46,40,5,14,39,11,11,13,16,0,8,0,0,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 24","St. Joseph County","Indiana",880,323,285,38,156,129,0,0,10,10,45.5,24800,36800,48400,706,333,16.3,10,NA,32188,18750,NA,NA,NA,NA,NA,NA,754,409,181,0,0,83,99,108,31.4,29.8,36.2,285,191,87,104,94,78,16,88,21,21,28,10,23,78,16,0,0,0,0,0,446,446,421,25,0,198,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,13,0,10,37,0,13,0,4,5,9,219,46,65,41,63,5,14,0,0,397,231,166,106,46,14,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,20,40,68,8,14,0,9,9,27,15,16,14,0,0,9,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 28","St. Joseph County","Indiana",909,452,391,61,280,111,22,0,21,0,27.2,34900,49100,80300,679,224,22,10,NA,35341,31500,NA,NA,NA,NA,NA,NA,630,563,262,22,0,0,36,26,35.1,27.9,39.1,391,229,95,134,162,110,52,131,59,2,33,4,0,110,52,0,0,0,0,0,460,460,449,11,0,246,NA,NA,NA,NA,NA,NA,NA,NA,23,0,0,0,0,0,0,0,0,0,9,90,0,13,2,126,79,70,144,16,89,12,0,0,429,400,29,18,11,0,0,0,15,15,0,0,0,0,0,0,0,5,0,0,19,39,10,57,25,26,22,16,53,24,89,4,0,0,0,7,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 28","St. Joseph County","Indiana",1359,549,455,94,222,233,20,0,0,0,42.7,38700,65000,85100,928,411,21.2,16.5,NA,43088,16250,NA,NA,NA,NA,NA,NA,657,718,383,21,3,0,113,121,25.6,16,29.3,455,278,128,150,177,174,3,61,87,55,45,22,8,174,3,0,0,0,0,0,641,641,618,23,0,221,NA,NA,NA,NA,NA,NA,NA,NA,36,0,0,0,0,8,8,14,6,0,0,25,14,54,10,227,39,63,149,50,22,0,0,0,560,478,82,44,36,2,0,0,1,1,0,0,0,0,0,0,0,39,0,0,54,30,89,22,33,30,28,17,11,57,30,42,2,10,0,0,NA,NA,NA,NA,NA,NA
"Block Group 4","Census Tract 113.01","St. Joseph County","Indiana",1431,675,610,65,290,320,0,17,0,0,50,74200,103300,153100,885,220,15.3,10,NA,NA,16196,NA,NA,NA,NA,NA,NA,573,1086,215,103,0,0,0,27,44.7,39.2,50.1,610,292,261,31,318,307,11,101,117,47,7,20,0,307,11,0,0,0,0,0,545,545,545,0,0,636,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9,0,0,116,5,111,5,90,174,47,166,58,37,141,88,0,0,420,320,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,45,71,137,40,112,19,20,8,15,28,24,36,28,0,72,0,0,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 113.01","St. Joseph County","Indiana",590,319,263,56,171,92,0,49,0,0,13,105500,118100,156000,1090,461,19.2,10,NA,108056,61103,NA,NA,NA,NA,NA,NA,690,516,44,29,1,0,0,0,45.7,33.7,51.8,263,132,92,40,131,99,32,100,17,3,1,11,0,99,30,2,0,0,0,0,322,322,322,0,0,207,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,14,0,4,12,17,93,12,31,38,21,86,90,1,16,260,249,11,7,0,0,0,4,0,0,0,0,0,0,0,0,25,16,0,18,4,14,17,22,2,0,14,0,0,24,35,38,44,28,17,4,NA,NA,NA,NA,NA,NA
"Block Group 5","Census Tract 113.01","St. Joseph County","Indiana",1282,733,609,124,362,247,0,0,0,0,35.3,NA,78800,124700,753,458,19,14.4,NA,NA,27500,NA,NA,NA,NA,NA,NA,1011,1174,21,0,24,0,40,23,38.4,37.9,38.5,609,359,246,113,250,171,79,245,87,27,0,0,0,171,74,0,5,0,0,0,585,585,585,0,0,525,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,27,109,0,169,164,76,62,33,185,142,30,72,490,490,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,62,31,100,41,59,59,35,0,0,14,74,46,18,26,29,15,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 113.01","St. Joseph County","Indiana",1595,649,584,65,491,93,0,0,12,0,21.8,100800,110200,119700,804,361,20.1,10,NA,63778,33229,NA,NA,NA,NA,NA,NA,1145,1141,454,0,0,0,0,0,32.3,27.4,32.6,584,426,226,200,158,158,0,199,48,142,37,0,0,158,0,0,0,0,0,0,692,692,608,84,0,471,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,16,0,0,0,19,0,287,19,71,190,0,272,54,0,0,575,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,76,21,44,0,32,24,46,22,0,49,136,72,29,33,0,0,NA,NA,NA,NA,NA,NA
"Block Group 3","Census Tract 113.01","St. Joseph County","Indiana",1223,1244,790,454,135,655,103,170,150,0,38.1,79000,NA,NA,791,NA,19.5,12.8,NA,50250,24489,NA,NA,NA,NA,NA,NA,883,884,0,44,271,0,24,0,25.7,25.7,25.7,790,151,126,25,639,524,115,136,15,0,0,0,0,524,72,30,13,0,0,0,720,720,674,46,0,484,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9,9,0,25,0,15,0,0,63,40,195,267,23,71,436,407,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,45,228,0,35,71,84,72,30,32,38,62,42,35,0,22,25,14,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 113.02","St. Joseph County","Indiana",1080,485,465,20,458,7,0,0,20,0,NA,115400,178100,226000,1357,356,17.9,10,NA,84792,NA,NA,NA,NA,NA,NA,NA,NA,1025,0,0,0,0,55,0,44.3,49.1,33.9,465,305,273,32,160,135,25,185,59,61,0,0,0,135,0,10,15,0,0,0,604,604,604,0,0,267,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,87,31,96,169,150,138,92,16,33,544,471,73,48,8,0,17,0,34,34,0,0,0,0,0,0,0,0,0,15,0,0,11,0,17,15,0,0,0,34,103,104,85,44,11,41,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 113.02","St. Joseph County","Indiana",2313,1087,1007,80,815,192,36,0,44,0,25.9,104500,133800,158100,951,424,18.2,10.7,NA,80497,33155,NA,NA,NA,NA,NA,NA,867,1971,333,0,0,0,9,0,43.1,35.8,48.7,1007,599,436,163,408,383,25,303,176,51,13,15,41,383,25,0,0,0,0,0,1212,1212,1150,62,0,730,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,20,60,24,31,13,484,46,59,248,184,233,196,31,22,1054,922,132,132,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,69,17,22,80,37,44,76,87,35,19,74,131,166,73,51,56,39,NA,NA,NA,NA,NA,NA
"Block Group 3","Census Tract 113.02","St. Joseph County","Indiana",2076,1122,893,229,367,526,146,45,0,0,28.2,121500,140400,160300,965,337,17.4,10,NA,59054,31875,NA,NA,NA,NA,NA,NA,754,1323,546,0,16,0,99,92,29.6,29.4,29.8,893,490,429,61,403,298,105,230,112,98,13,37,0,298,105,0,0,0,0,0,1205,1205,1168,37,0,477,NA,NA,NA,NA,NA,NA,NA,NA,42,0,0,0,0,0,0,0,0,0,0,14,18,57,25,139,60,127,189,83,328,171,12,31,1109,982,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,60,9,83,21,88,21,74,50,55,133,73,88,71,22,14,31,NA,NA,NA,NA,NA,NA
"Block Group 3","Census Tract 2","St. Joseph County","Indiana",1043,519,348,171,97,251,0,0,0,64,40.3,35200,46600,63800,NA,256,NA,10.8,NA,30187,18542,NA,NA,NA,NA,NA,NA,748,547,405,0,0,0,30,61,28.4,27.5,28.9,348,207,79,128,141,141,0,6,71,82,6,42,0,141,0,0,0,0,0,0,398,398,350,48,0,214,NA,NA,NA,NA,NA,NA,NA,NA,31,0,0,0,0,0,0,0,16,0,22,9,20,0,0,147,88,50,128,47,43,0,0,0,345,246,99,54,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,5,57,68,6,42,25,73,0,0,17,0,0,51,0,0,9,0,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 2","St. Joseph County","Indiana",846,362,320,42,207,113,0,0,0,0,29.8,42400,NA,117800,694,413,19.5,16.7,NA,NA,29773,NA,NA,NA,NA,NA,NA,775,367,445,0,0,0,0,34,28.9,27.6,29.1,320,264,119,145,56,48,8,146,47,9,51,0,11,48,8,0,0,0,0,0,334,334,275,59,0,260,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,47,38,0,29,29,82,17,119,33,89,49,0,0,253,203,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,80,10,38,17,16,28,25,0,45,0,36,25,0,0,0,0,NA,NA,NA,NA,NA,NA
"Block Group 4","Census Tract 2","St. Joseph County","Indiana",753,194,194,0,166,28,0,0,0,0,19.4,47300,56500,66900,734,462,14.3,12.1,NA,57321,17917,NA,NA,NA,NA,NA,NA,321,392,319,0,0,0,17,25,21.6,13,21.7,194,155,102,53,39,39,0,76,0,40,0,9,30,39,0,0,0,0,0,0,307,307,272,35,0,114,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,0,0,0,0,0,22,14,50,7,43,46,22,11,75,49,0,0,7,241,218,23,23,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,18,9,9,12,7,7,5,37,6,24,7,23,0,0,30,0,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 2","St. Joseph County","Indiana",1040,467,371,96,186,185,42,0,0,0,23.4,67500,91300,118100,1088,293,22.4,11.3,NA,58526,28264,NA,NA,NA,NA,NA,NA,877,529,395,0,0,0,28,88,35,34.5,37.3,371,200,97,103,171,121,50,104,7,44,36,9,0,121,32,18,0,0,0,0,464,464,371,93,0,341,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0,0,0,0,0,40,0,12,18,15,169,39,56,123,10,95,19,19,10,320,310,10,0,10,0,0,0,12,12,0,0,0,0,0,0,0,0,0,25,76,0,10,31,24,0,16,25,38,32,78,34,0,0,7,0,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 3.01","St. Joseph County","Indiana",971,516,426,90,97,329,0,6,31,0,32.8,32100,41900,66000,678,NA,17.6,NA,NA,NA,32054,NA,NA,NA,NA,NA,NA,813,631,182,94,47,10,0,7,33.3,33.1,33.4,426,211,137,74,215,177,38,40,125,39,7,0,0,177,26,12,0,0,0,0,565,565,533,32,0,196,NA,NA,NA,NA,NA,NA,NA,NA,17,0,0,0,0,0,0,0,0,0,6,0,30,52,7,273,38,50,50,53,40,73,14,30,387,337,50,41,9,0,0,0,3,3,0,0,0,0,0,0,59,44,0,20,32,44,37,60,16,52,15,8,0,68,46,20,22,0,6,0,NA,NA,NA,NA,NA,NA
"Block Group 3","Census Tract 3.01","St. Joseph County","Indiana",1065,456,456,0,287,169,0,0,0,0,49.5,72200,79600,95500,908,344,25.1,10,NA,42813,30278,NA,NA,NA,NA,NA,NA,910,817,142,0,0,0,106,0,33,34.3,32.4,456,222,160,62,234,151,83,124,18,51,21,8,0,151,72,11,0,0,0,0,678,678,594,84,0,165,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,50,2,30,0,157,69,37,25,98,178,33,0,9,569,500,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,19,81,7,38,9,22,49,36,7,49,29,88,0,16,6,0,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 3.01","St. Joseph County","Indiana",426,221,195,26,155,40,26,0,0,0,37.5,71100,85000,110600,813,383,16.1,10,NA,68571,19875,NA,NA,NA,NA,NA,NA,NA,357,0,0,50,0,19,0,50.5,50.5,50.5,195,134,79,55,61,51,10,113,8,5,8,0,0,51,10,0,0,0,0,0,254,254,254,0,0,132,NA,NA,NA,NA,NA,NA,NA,NA,38,0,0,0,0,0,0,0,0,0,0,29,14,0,0,38,13,39,65,34,29,52,0,0,230,218,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,9,10,11,9,24,8,0,0,20,33,29,13,17,0,0,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 9","St. Joseph County","Indiana",401,281,195,86,58,137,20,19,17,0,31.8,NA,61300,131300,NA,304,16.3,10.3,NA,39286,27750,NA,NA,NA,NA,NA,NA,823,265,31,0,27,0,32,46,34.6,39.4,32.8,195,56,29,27,139,105,34,17,24,15,0,0,0,105,29,4,0,0,1,0,237,237,215,22,0,110,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,0,0,18,0,0,15,0,17,0,38,5,13,24,7,90,31,0,7,172,160,12,12,0,0,0,0,7,7,0,0,0,0,0,0,10,14,0,12,15,27,19,0,27,16,17,9,23,18,4,7,0,0,9,4,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 9","St. Joseph County","Indiana",670,422,323,99,56,267,16,33,0,0,32.1,80800,105000,141700,792,405,18.9,10.4,NA,61528,47857,NA,NA,NA,NA,NA,NA,972,541,110,0,0,0,4,15,32.6,31.7,42,323,87,55,32,236,182,54,54,23,10,0,0,0,182,50,4,0,0,0,0,378,378,350,28,0,247,NA,NA,NA,NA,NA,NA,NA,NA,26,0,0,4,0,14,0,0,0,6,16,0,19,3,0,64,24,42,40,20,132,53,13,26,292,268,24,24,0,0,0,0,12,12,0,0,0,0,0,0,3,31,0,6,48,22,12,13,24,10,8,6,25,44,31,23,27,8,22,0,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 116.02","St. Joseph County","Indiana",1351,572,542,30,408,134,0,0,0,0,26.5,76300,96000,118600,988,247,18.1,10,NA,68375,29111,NA,NA,NA,NA,NA,NA,647,1313,18,4,0,0,0,16,48.2,48,49.2,542,371,309,62,171,135,36,204,54,103,10,0,0,135,19,17,0,0,0,0,818,818,784,34,0,287,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,5,0,0,23,99,16,313,119,98,183,37,139,29,0,0,753,703,50,24,26,0,0,0,6,6,0,0,0,0,0,0,4,0,0,21,27,32,12,25,56,11,0,57,32,32,33,172,39,9,5,0,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 5","St. Joseph County","Indiana",591,371,221,150,144,77,34,0,0,20,26.6,35000,48500,83800,857,378,30.8,15.4,NA,34531,23594,NA,NA,NA,NA,NA,NA,742,187,375,5,0,0,0,24,41.7,25.2,52.3,221,157,80,77,64,64,0,95,22,7,26,7,0,64,0,0,0,0,0,0,231,231,209,22,0,246,NA,NA,NA,NA,NA,NA,NA,NA,19,0,0,0,0,0,0,0,7,21,11,4,20,28,6,84,22,24,88,13,29,15,0,0,161,118,43,13,30,0,0,0,40,40,0,0,0,0,0,0,0,0,0,8,0,25,21,35,25,8,15,24,0,41,14,5,8,0,0,0,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 5","St. Joseph County","Indiana",747,376,299,77,191,108,0,20,0,39,38.5,41200,51900,66600,772,275,22.9,12.8,NA,35682,51042,NA,NA,NA,NA,NA,NA,980,151,522,5,5,0,4,60,42.2,44.6,31.4,299,206,131,75,93,58,35,103,55,48,0,0,0,58,35,0,0,0,0,0,380,380,317,63,0,212,NA,NA,NA,NA,NA,NA,NA,NA,17,0,0,0,3,0,0,0,0,0,4,42,30,4,10,131,6,24,149,39,18,8,0,0,287,252,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,38,11,10,46,9,25,16,12,6,44,67,11,0,4,0,0,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 19","St. Joseph County","Indiana",359,188,171,17,92,79,0,0,0,0,28.4,NA,75800,NA,957,372,12.8,21.4,NA,79000,NA,NA,NA,NA,NA,NA,NA,469,267,92,0,0,0,0,0,46.8,41.8,55.6,171,64,45,19,107,99,8,27,12,12,13,0,0,99,8,0,0,0,0,0,155,155,152,3,0,161,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,10,0,0,0,10,5,0,42,0,4,66,13,55,47,19,0,133,95,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,58,4,7,20,5,0,22,0,2,12,0,32,0,6,0,3,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 19","St. Joseph County","Indiana",934,431,320,111,87,233,78,0,0,0,37.3,NA,82100,130200,904,300,21.1,13.3,NA,27132,20625,NA,NA,NA,NA,NA,NA,712,220,627,0,0,0,1,86,24.2,23.6,29.1,320,223,28,195,97,83,14,74,75,74,0,0,0,83,14,0,0,0,0,0,534,534,391,143,0,192,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,0,0,11,0,6,7,17,121,7,30,55,33,29,49,4,3,295,231,64,54,6,4,0,0,31,0,0,0,31,0,0,0,0,62,0,3,77,56,5,19,17,61,32,6,0,15,4,22,6,0,0,0,NA,NA,NA,NA,NA,NA
"Block Group 4","Census Tract 32","St. Joseph County","Indiana",909,397,361,36,332,29,0,0,0,0,NA,110500,188000,369700,1367,888,17.3,10,NA,106806,23500,NA,NA,NA,NA,NA,NA,NA,856,10,0,7,6,0,30,51.7,52.3,51.4,361,319,264,55,42,42,0,224,29,47,7,12,0,42,0,0,0,0,0,0,458,458,449,9,0,226,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,88,4,59,93,23,208,85,61,44,398,388,10,10,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,26,9,8,19,27,8,8,0,0,23,27,24,35,70,0,24,79,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 32","St. Joseph County","Indiana",1224,494,422,72,335,87,0,0,7,24,38.4,73300,85900,98700,857,227,20.9,11.1,NA,45781,39632,NA,NA,NA,NA,NA,NA,1056,1072,116,0,0,0,11,25,28,27.7,29.4,422,281,204,77,141,130,11,103,64,26,81,7,0,130,0,0,11,0,0,0,608,608,544,64,0,329,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,29,0,37,0,238,95,55,176,9,77,54,0,0,485,440,45,45,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,17,23,10,42,17,31,9,25,54,17,64,34,29,49,9,9,0,NA,NA,NA,NA,NA,NA
"Block Group 5","Census Tract 32","St. Joseph County","Indiana",719,227,227,0,217,10,0,0,0,0,NA,75200,103300,124500,972,324,21.6,10,NA,56094,70300,NA,NA,NA,NA,NA,NA,NA,581,11,0,32,0,27,68,32.3,32.3,32.3,227,163,147,16,64,54,10,15,69,68,0,5,6,54,10,0,0,0,0,0,454,454,454,0,0,23,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,125,0,23,109,8,90,36,10,16,423,374,49,36,0,7,6,0,0,0,0,0,0,0,0,0,7,0,16,8,0,8,0,0,0,8,7,9,37,37,67,17,0,18,5,14,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 32","St. Joseph County","Indiana",1506,524,524,0,486,38,0,0,0,0,NA,82500,110200,138000,970,361,20.3,10,NA,86111,43125,NA,NA,NA,NA,NA,NA,NA,1192,160,8,30,0,37,79,50.1,45.3,55.5,524,354,298,56,170,145,25,147,119,66,14,0,8,145,17,8,0,0,0,0,950,950,880,70,0,413,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,0,0,16,39,40,11,12,266,64,56,187,59,209,212,10,8,839,703,136,136,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,33,0,9,27,18,8,0,44,38,17,53,71,142,47,35,0,15,NA,NA,NA,NA,NA,NA
"Block Group 3","Census Tract 32","St. Joseph County","Indiana",912,396,358,38,276,82,0,0,0,30,13.4,74500,83700,97600,818,312,13.2,10,NA,57935,40833,NA,NA,NA,NA,NA,NA,480,731,53,0,0,0,8,120,39.5,40.3,37.5,358,248,169,79,110,90,20,122,79,33,14,0,0,90,10,0,10,0,0,0,448,448,431,17,0,230,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,0,0,0,0,0,0,0,0,0,7,0,16,176,32,93,130,41,122,12,0,0,391,349,42,24,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,0,27,31,17,15,7,24,9,65,32,51,34,10,8,0,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 33","St. Joseph County","Indiana",675,292,271,21,234,37,21,0,0,0,35.8,67000,81600,95100,842,437,19.9,10,NA,70500,31172,NA,NA,NA,NA,NA,NA,905,651,0,0,0,0,0,24,28.9,28.5,29.6,271,156,113,43,115,80,35,77,25,29,12,0,13,80,35,0,0,0,0,0,374,374,362,12,0,132,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,47,21,18,60,49,151,29,9,0,323,299,24,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,37,0,13,0,43,16,15,0,24,26,23,44,30,0,0,0,NA,NA,NA,NA,NA,NA
"Block Group 3","Census Tract 33","St. Joseph County","Indiana",319,187,145,42,87,58,0,0,23,0,25.6,62700,70100,76000,764,279,12.4,17.1,NA,53920,23750,NA,NA,NA,NA,NA,NA,472,233,71,0,7,0,0,8,27.6,27.6,26,145,69,60,9,76,76,0,16,29,9,0,15,0,76,0,0,0,0,0,0,173,173,173,0,0,84,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7,0,0,18,0,79,6,8,72,7,29,0,0,0,166,146,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,20,0,18,7,7,18,15,7,0,6,40,7,0,0,0,NA,NA,NA,NA,NA,NA
"Block Group 4","Census Tract 33","St. Joseph County","Indiana",950,380,269,111,104,165,60,51,0,0,23.4,44800,55800,65600,704,362,19.1,18.2,NA,45000,43292,NA,NA,NA,NA,NA,NA,913,556,394,0,0,0,0,0,30.1,27.6,32.1,269,162,71,91,107,61,46,7,53,95,7,0,0,61,46,0,0,0,0,0,404,404,404,0,0,257,NA,NA,NA,NA,NA,NA,NA,NA,17,0,0,0,0,0,0,0,5,5,0,0,0,31,29,203,21,111,61,10,30,17,0,0,336,296,40,40,0,0,0,0,57,57,0,0,0,0,0,0,0,11,0,0,45,18,27,15,0,0,0,50,15,11,44,37,0,7,0,0,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 33","St. Joseph County","Indiana",1022,401,333,68,254,79,0,0,40,0,14.4,64600,72300,94200,883,341,17.3,10.3,NA,78177,57188,NA,NA,NA,NA,NA,NA,1120,629,387,6,0,0,0,0,34.7,34.7,34.5,333,213,120,93,120,99,21,36,79,45,20,24,9,99,21,0,0,0,0,0,573,573,537,36,0,126,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,9,0,0,0,0,0,0,0,50,28,108,0,42,142,40,124,20,9,10,527,521,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,7,13,0,0,0,36,18,34,78,49,80,11,0,0,NA,NA,NA,NA,NA,NA
