Outcome_Status,Direction,Street_Name,Suffix,Code_Enforcement_Order_Status,Property_Status,Program_Designation,Date_of_Outcome,Council_District,Zip_Code,ShapeSTArea,ShapeSTLength,OBJECTID,County_Tax_ID,State_Parcel_ID,Address_Number,Structures
Demolished,W,Lincoln,WAY,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-26T00:00:00.000Z,2,46628,3779.824951,273.0065513,1147,018-1037-1592,71-08-02-376-003.000-026,1236,
Demolished,N,Brookfield,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening- Demo - Nov 19 2015,2016-02-06T00:00:00.000Z,2,46628,4230.45462,319.5665454,1148,018-2014-0367,71-08-03-434-029.000-026,645,"House, Garage"
Demolished,W,Lincoln,WAY,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2016-04-28T00:00:00.000Z,2,46628,3642.992004,269.5198441,1149,018-1037-1591,71-08-02-376-002.000-026,1238,"House, Garage"
Demolished,N,Scott,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-04-04T00:00:00.000Z,1,46616,4167.180389,264.9756532,1150,018-1056-2381,71-08-02-454-023.000-026,639,
Demolished,N,Brookfield,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-06-20T00:00:00.000Z,2,46628,4197.539337,318.9873498,1151,018-2014-0365,71-08-03-434-028.000-026,647,
Deconstructed,,Sherman,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Deconstruction,2014-09-26T00:00:00.000Z,1,46616,4297.601196,324.9857108,1152,018-1074-3102,71-08-02-332-029.000-026,723,
Repaired,,Sherman,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-12-16T00:00:00.000Z,1,46616,4470.144623,324.7778875,1153,018-1074-3115,71-08-02-333-011.000-026,724,
Demolished,,Lindsey,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-04-01T00:00:00.000Z,1,46616,2444.835999,218.1040848,1154,018-1076-3191,71-08-02-331-038.000-026,1107,House
Repaired,N,Brookfield,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-11-21T00:00:00.000Z,2,46628,4319.775208,320.7534732,1155,018-2014-0359,71-08-03-434-025.000-026,705,House
Demolished,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-11-04T00:00:00.000Z,2,46628,4308.618774,306.893279,1156,018-2036-1226,71-08-03-411-024.000-026,703,
Demolished,,Harrison,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-09-18T00:00:00.000Z,1,46616,6273.5271,354.4570055,1157,018-1070-2987,71-08-02-407-018.000-026,710,"House, Garage"
Demolished,N,Brookfield,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-05-23T00:00:00.000Z,2,46628,4128.025299,317.5968156,1158,018-2014-0355,71-08-03-434-023.000-026,709,
Repaired,,Lawndale,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-04-21T00:00:00.000Z,2,46628,4203.889282,308.0483121,1159,018-1039-1717,71-08-02-310-009.000-026,673,
Demolished,N,Brookfield,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-05-23T00:00:00.000Z,2,46628,4223.915039,319.176299,1160,018-2014-0357,71-08-03-434-024.000-026,707,
Demolished,,Sancome,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-06-13T00:00:00.000Z,2,46628,5545.225647,334.6610731,1161,018-1039-1705,71-08-02-310-007.000-026,718,
Repaired,N,Olive,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-03-09T00:00:00.000Z,2,46628,6198.613373,342.4149619,1162,018-2033-1108,71-08-03-408-006.000-026,738,"House, Garage"
Demolished,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-04-04T00:00:00.000Z,2,46628,3915.017517,309.411231,1163,018-2014-0350,71-08-03-434-003.000-026,714,"House, Garage"
Demolished,,Harrison,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-04-18T00:00:00.000Z,1,46616,4028.954437,310.8508321,1164,018-1070-2965,71-08-02-406-009.000-026,717,
Demolished,W,Lincoln,WAY,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2016-01-22T00:00:00.000Z,1,46628,4671.247406,357.4955854,1165,018-1078-3275,71-08-02-307-017.000-026,1241,House
Repaired,W,Lincoln,WAY,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2017-06-05T00:00:00.000Z,1,46628,5330.092163,387.5912877,1166,018-1078-3276,71-08-02-307-018.000-026,1237,House
Repaired,,O'Brien,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-06-24T00:00:00.000Z,2,46628,6068.901917,339.330842,1167,018-2036-1212,71-08-03-411-008.000-026,714,
Demolished,,Blaine,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-05-16T00:00:00.000Z,1,46616,5696.223694,353.5947621,1168,018-1079-3309,71-08-02-330-031.000-026,717,
Demolished,,Sherman,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-30T00:00:00.000Z,1,46616,21954.73877,605.5447607,1169,018-1074-3118,71-08-02-333-013.000-026,716,
Demolished,,Sancome,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-05T00:00:00.000Z,2,46628,5072.392792,371.522838,1170,018-1039-1695,71-08-02-308-007.000-026,717,
Repaired,,Cottage Grove,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,CDC Partner House,2015-10-27T00:00:00.000Z,1,46616,6424.879211,355.8263469,1171,018-1070-3001,71-08-02-407-031.000-026,717,House
Demolished,,LaPorte,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2015-12-17T00:00:00.000Z,2,46628,4463.855957,307.1378953,1172,018-1039-1688,71-08-02-308-012.000-026,722,House
Demolished,,Harrison,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-04-18T00:00:00.000Z,1,46616,3936.2005,309.30383,1173,018-1070-2964,71-08-02-406-008.000-026,719,
Demolished,,Harrison,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2015-11-25T00:00:00.000Z,1,46616,3887.68158,316.7259414,1174,018-1070-2984,71-08-02-407-015.000-026,722,House
Demolished,,Blaine,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-03-28T00:00:00.000Z,1,46616,4358.926056,332.4517086,1175,018-1079-3327,71-08-02-331-010.000-026,736,
Demolished,,Sherman,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-07-02T00:00:00.000Z,1,46616,4275.651276,322.9715101,1176,018-1075-3161,71-08-02-333-004.000-026,748,
Demolished,W,Lincoln,WAY,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-10-02T00:00:00.000Z,2,46628,5465.117615,371.2677386,1177,018-1083-3480,71-08-02-301-027.000-026,1517,Multi Unit
Repaired,,LAPORTE,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2017-11-16T00:00:00.000Z,,46616,2718.444763,238.0622925,1178,018-1031-1377,71-08-02-377-044.000-026,434,"House, Garage, Fence"
Repaired & Occupied,,Allen,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-06-30T00:00:00.000Z,2,46616,4396.887299,315.0441986,1179,018-1032-1420,71-08-02-379-022.000-026,420,House
Repaired,,Kenwood,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-04-21T00:00:00.000Z,2,46628,4938.763916,330.7437225,1180,018-2067-2461,71-08-03-382-010.000-026,2525,
Demolished,,Bertrand,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-08-31T00:00:00.000Z,2,46628,5148.032959,338.1660462,1181,018-2067-2480,71-08-03-382-004.000-026,2518,"House
 "
Repaired & Occupied,,Bertrand,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-02-05T00:00:00.000Z,2,46628,5351.144653,341.3194993,1182,018-2067-2481,71-08-03-382-005.000-026,2516,"House, Fence, Carport"
Demolished,,Prast,BLVD,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-12T00:00:00.000Z,2,46628,5137.050079,332.2038151,1183,018-2065-2373,71-08-03-184-020.000-026,2517,House
Demolished,,Sherman,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-30T00:00:00.000Z,1,46601,4001.000549,316.2000307,1184,018-1085-3601,71-08-02-188-004.000-026,918,
Demolished,,Cleveland,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-01-30T00:00:00.000Z,1,46628,5757.553833,357.0369647,1185,018-1086-3620,71-08-02-155-025.000-026,1019,
Repaired,,Frederickson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-07-17T00:00:00.000Z,2,46628,5176.391449,325.4812111,1186,018-2059-2155,71-08-03-326-034.000-026,2601,
Deconstructed,,Allen,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Deconstruction,2014-10-03T00:00:00.000Z,1,46616,5457.565002,349.9212912,1187,018-1085-3548,71-08-02-182-016.000-026,1011,House
,,Harrison,ST,Demo Affirmed,Demo Process: Utility Retirements,,,,46616,4379.664734,316.5085566,1188,018-1070-2963,71-08-02-406-007.000-026,725,"House, Fence"
Demolished,N,Scott,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-04-25T00:00:00.000Z,1,46616,7736.720154,416.3155026,1189,018-1057-2426,71-08-02-430-007.000-026,722,
Repaired,,Portage,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,CDC Partner House,2017-08-31T00:00:00.000Z,1,46616,9071.319519,461.1414236,1190,018-1057-2413,71-08-02-430-016.000-026,725,"House, Garage, Fence, Chimney"
Demolished,,Sherman,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-03-20T00:00:00.000Z,1,46616,7092.110962,366.2491767,1191,018-1075-3166,71-08-02-333-009.000-026,730,"House, Garage"
Demolished,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-07-18T00:00:00.000Z,2,46628,4670.774384,315.9949265,1192,018-2035-1170,71-08-03-411-015.000-026,727,
Repaired & Occupied,,Westmoor,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-10T00:00:00.000Z,2,46628,4628.551819,314.7867605,1193,018-2057-2082,71-08-03-306-017.000-026,2901,
Demolished,,Sherman,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-03-28T00:00:00.000Z,1,46616,6478.180359,356.7905974,1194,018-1075-3165,71-08-02-333-008.000-026,736,
,W,Lincoln,WAY,Demo Affirmed,Demo Process: Utility Retirements,,,,46628,5319.075195,383.300328,1195,018-1078-3251,71-08-02-305-015.000-026,1405,"House, Fence"
Demolished,,Lawndale,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-10-21T00:00:00.000Z,1,46628,3101.302765,226.8386533,1196,018-1078-3255,71-08-02-305-013.000-026,741,"House, Garage"
Demolished,,Frederickson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-15T00:00:00.000Z,2,46628,5146.036316,328.6929842,1197,018-2058-2107,71-08-03-327-002.000-026,2730,
Repaired & Occupied,,Frederickson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-05T00:00:00.000Z,2,46628,4930.536469,325.3353763,1198,018-2058-2108,71-08-03-327-003.000-026,2726,
Repaired,,Frederickson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-10-28T00:00:00.000Z,2,46628,5010.292053,326.8068258,1199,018-2058-2112,71-08-03-327-007.000-026,2710,
Demolished,,Blaine,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-03-28T00:00:00.000Z,1,46616,6663.371033,366.5763324,1200,018-1079-3324,71-08-02-331-007.000-026,746,
Repaired,,Sherman,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-06-25T00:00:00.000Z,1,46616,6471.344849,358.400578,1201,018-1075-3145,71-08-02-332-022.000-026,747,
Repaired,,Portage,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2017-07-06T00:00:00.000Z,,46616,5578.030487,349.3847284,1202,018-1059-2493,71-08-02-405-010.000-026,760,"House, Fence"
Demolished,,Van Buren,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2015-12-05T00:00:00.000Z,1,46628,3676.810211,286.015992,1203,018-1082-3451,71-08-02-303-008.000-026,1317,
Repaired,,Huey,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-04-23T00:00:00.000Z,2,46628,5469.254883,355.5244621,1204,018-2035-1155,71-08-03-406-006.000-026,802,
Demolished,,O'Brien,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-01-16T00:00:00.000Z,2,46628,4716.667389,320.3960499,1205,018-2035-1156,71-08-03-406-012.000-026,801,"House, Fence, Retaining Wall"
Demolished,,Lawndale,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2015-12-05T00:00:00.000Z,1,46628,6732.255096,370.7737517,1206,018-1082-3429,71-08-02-305-010.000-026,749,"House, Shed, Fence"
Repaired,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-11-17T00:00:00.000Z,2,46628,6100.401184,342.6167769,1207,018-2017-0496,71-08-03-426-008.000-026,802,
Repaired,,Diamond,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-06-02T00:00:00.000Z,1,46628,4475.663788,336.1976891,1208,018-1081-3388,71-08-02-306-013.000-026,751,
Repaired & Occupied,,Huey,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-03-03T00:00:00.000Z,2,46628,5585.237152,365.0861681,1209,018-2032-1083,71-08-03-405-011.000-026,805,
Demolished,,Allen,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-03-24T00:00:00.000Z,1,46616,6809.552673,369.3352447,1210,018-1076-3176,71-08-02-331-024.000-026,749,
Repaired,,Frederickson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-04-22T00:00:00.000Z,2,46628,4765.014923,319.7534665,1211,018-2052-1851,71-08-03-301-014.000-026,3013,
Repaired,N,Olive,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-11-24T00:00:00.000Z,2,46628,3214.795013,227.6494673,1212,018-2064-2365,71-08-03-328-030.000-026,807,
Demolished,,Huey,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-08-14T00:00:00.000Z,2,46628,3576.98938,277.1284945,1213,018-2020-0595,71-08-10-211-003.000-026,134,"House, Garage"
Demolished,W,Colfax,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2016-04-28T00:00:00.000Z,2,46616,4085.577271,277.6636668,1214,018-1041-1779,71-08-11-133-006.000-026,1043,House
Demolished,W,Colfax,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-10-03T00:00:00.000Z,2,46619,4774.694122,313.2155748,1215,018-1044-1879,71-08-11-126-005.000-026,1241,
Repaired,N,Taylor,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,CDC Partner House,2017-09-20T00:00:00.000Z,2,46601,2727.728546,209.2983468,1216,018-1024-1023,71-08-11-228-020.000-026,225,"House, Garage, Fence"
Repaired,,Hamden,CT,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-07-07T00:00:00.000Z,2,46601,1334.570343,160.5807403,1217,018-1026-1166,71-08-11-130-003.000-026,316,
Demolished,N,Jackson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-01-23T00:00:00.000Z,2,46628,4023.017059,265.6042496,1218,018-2007-006301,71-08-10-227-007.000-026,223,House
Demolished,,College,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening- Demo - Nov 19 2015,2016-02-06T00:00:00.000Z,2,46628,2393.164948,237.7368219,1219,018-2007-006403,71-08-10-228-003.000-026,225,"House, Fence"
Demolished,,Blaine,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-04-18T00:00:00.000Z,2,46616,5079.962341,307.0856166,1220,018-1036-1571,71-08-02-377-027.000-026,607,
Demolished,,Leland,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-09-18T00:00:00.000Z,1,46616,6812.371857,403.8656415,1221,018-1055-2340,71-08-02-476-044.000-026,517,House
Demolished,,Birdsell,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-19T00:00:00.000Z,2,46628,4411.56366,308.183142,1222,018-1049-2084,71-08-02-355-011.000-026,417,
Repaired,,Allen,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-07-23T00:00:00.000Z,1,46616,4436.403076,333.3353453,1223,018-1076-3184,71-08-02-331-031.000-026,723,House
,,Diamond,AVE,Repair Order,Repairs Pending,,,,46628,2389.477203,204.5381083,1224,018-1078-3269,71-08-02-306-026.000-026,727,"House, Garage, Fence"
Demolished,,Sherman,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-03-28T00:00:00.000Z,1,46616,4626.786804,329.707972,1225,018-1075-3149,71-08-02-332-026.000-026,729,
Demolished,,Harrison,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2016-03-10T00:00:00.000Z,1,46616,3910.042511,316.5887746,1226,018-1070-2978,71-08-02-407-009.000-026,736,"House, Garage"
Demolished,,Allen,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-03-24T00:00:00.000Z,1,46616,4448.208954,336.3551985,1227,018-1077-3246,71-08-02-334-009.000-026,626,
Repaired,,Lindsey,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-11-13T00:00:00.000Z,1,46616,4404.870483,273.8915333,1228,018-1076-321501,71-08-02-332-018.000-026,1043,House
Repaired,,Lindsey,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,CDC Partner House,2014-08-01T00:00:00.000Z,1,46616,4404.938293,287.3847274,1229,018-1070-2989,71-08-02-407-021.000-026,917,
Demolished,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-12T00:00:00.000Z,2,46628,4215.190643,305.054841,1230,018-2036-1230,71-08-03-411-025.000-026,701,
Repaired,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-08-04T00:00:00.000Z,2,46628,4080.384827,311.9402848,1231,018-2014-0360,71-08-03-434-008.000-026,704,
Demolished,,Lawndale,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-03-27T00:00:00.000Z,2,46628,4685.423553,319.7105763,1232,018-1039-1729,71-08-02-311-005.000-026,672,Multi-Unit
Repaired,,Cleveland,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-07-10T00:00:00.000Z,1,46628,4703.414917,338.0494111,1233,018-1080-3370,71-08-02-330-007.000-026,740,
Demolished,,Harrison,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-03-28T00:00:00.000Z,1,46616,4129.91861,319.8700691,1234,018-1070-2977,71-08-02-407-008.000-026,740,
,,Rex,ST,Repair Expired - Repair Hearing No Show,,,,1,46616,5988.091949,343.0699713,1235,018-1060-2549,71-08-02-261-031.000-026,609,House
,,Leland,AVE,Repair Deadline Expired,,,,,46616,3881.152527,274.6694557,1236,018-1062-2643,71-08-02-261-016.000-026,917,"House, Garage"
Demolished,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-03-27T00:00:00.000Z,2,46628,4884.252472,329.0352487,1237,018-2094-3550,71-08-03-258-032.000-026,1001,House
Demolished,,Sherman,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-05-16T00:00:00.000Z,1,46616,6427.133209,462.6927343,1238,018-1085-3584,71-08-02-183-027.000-026,1007,
Demolished,,Sherman,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-03-28T00:00:00.000Z,1,46616,6299.640381,354.3213924,1239,018-1075-3163,71-08-02-333-006.000-026,744,
Demolished,,Harrison,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-04-25T00:00:00.000Z,1,46616,6403.317902,355.3499662,1240,018-1070-2976,71-08-02-407-007.000-026,744,
Repaired,,Lawndale,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-01-15T00:00:00.000Z,1,46628,5132.476349,343.6096136,1241,018-1089-3769,71-08-02-158-007.000-026,902,
Repaired & Occupied,N,Elmer,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-11-12T00:00:00.000Z,2,46628,6618.838226,361.5711198,1242,018-2031-1030,71-08-03-259-014.000-026,913,House
Demolished,,Allen,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-10-02T00:00:00.000Z,1,46616,6712.489502,366.8338694,1243,018-1085-3556,71-08-02-186-013.000-026,915,"House, Garage"
Demolished,W,Lincoln,WAY,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-12-30T00:00:00.000Z,2,46628,5892.402832,348.5401162,1244,018-2032-1045,71-08-03-260-004.000-026,2206,
Repaired,W,California,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2017-07-06T00:00:00.000Z,2,46628,2798.221313,238.0864874,1245,018-1089-3763,71-08-02-158-010.000-026,1314,"House, Garage"
Repaired,,Diamond,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-18T00:00:00.000Z,1,46628,4090.359161,279.7239982,1246,018-1090-3835,71-08-02-155-013.000-026,1002,
Repaired,,Johnson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-10-05T00:00:00.000Z,2,46628,4596.741882,317.3803664,1247,018-2035-1143,71-08-03-407-008.000-026,817,"House, Garage"
Demolished,,Van Buren,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-03-20T00:00:00.000Z,1,46616,1749.105743,169.5873057,1248,018-1069-2921,71-08-02-408-001.000-026,816,House
Demolished,,Sherman,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-10-02T00:00:00.000Z,1,46616,6243.952942,352.8485676,1249,018-1075-3153,71-08-02-329-003.000-026,810,"House, Garage, Fence"
Demolished,,Sancome,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-04-03T00:00:00.000Z,1,46628,4884.996429,322.7305174,1250,018-1083-3464,71-08-02-301-014.000-026,809,"House, Garage"
,,Leland,AVE,Demo Affirmed w/CP,Bid Awarded - Demolition,Bid Opening - Demo - Dec 12 2017,,,46616,4840.865601,312.4478628,1251,018-1060-2566,71-08-02-426-003.000-026,805,House
Repaired & Occupied,E,Corby,BLVD,Repair Order,Repairs Pending,,2016-03-01T00:00:00.000Z,4,46617,3222.524841,242.8645049,1252,018-5033-1159,71-08-01-426-002.000-026,718,House
Demolished,,Harrison,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2015-11-25T00:00:00.000Z,1,46616,6331.413422,352.3670961,1253,018-1072-3063,71-08-02-402-003.000-026,812,House
Repaired & Occupied,,Blaine,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-22T00:00:00.000Z,1,46616,4440.303955,335.0379505,1254,018-1079-3311,71-08-02-327-001.000-026,818,
Demolished,,Allen,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-05-09T00:00:00.000Z,1,46616,3768.00824,323.2142392,1255,018-1076-3167,71-08-02-327-009.000-026,819,
Demolished,,Allen,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-03-24T00:00:00.000Z,1,46616,4860.484283,338.6787164,1256,018-1085-3559,71-08-02-186-016.000-026,905,
Demolished,,Rex,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-03-30T00:00:00.000Z,1,46616,5943.941681,340.6986486,1257,018-1060-2544,71-08-02-261-026.000-026,707,"House, Fence"
Demolished,,Sherman,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-03-28T00:00:00.000Z,1,46628,3722.622772,313.0441514,1258,018-1085-3603,71-08-02-188-006.000-026,912,
Repaired & Occupied,,Lawndale,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-18T00:00:00.000Z,1,46628,5451.425842,350.3716928,1259,018-1089-3755,71-08-02-157-013.000-026,917,
Demolished,,Sherman,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-03-06T00:00:00.000Z,1,46616,6488.04538,357.9582643,1260,018-1085-3589,71-08-02-187-013.000-026,911,"House, Garage"
Demolished,,Harrison,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening- Demo - Nov 19 2015,2016-03-26T00:00:00.000Z,1,46616,6258.671936,347.4169076,1261,018-1072-3037,71-08-02-258-005.000-026,915,"House, Garage, Fence"
Repaired,,Van Buren,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-09-26T00:00:00.000Z,1,46628,3600.033325,276.2490459,1262,018-1082-3443,71-08-02-302-017.000-026,1401,
Demolished,,Van Buren,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-09-02T00:00:00.000Z,1,46616,3399.192322,273.218176,1263,018-1079-3291,71-08-02-326-014.000-026,1209,
Demolished,,Van Buren,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-06-20T00:00:00.000Z,1,46616,3518.42041,277.7202923,1264,018-1079-3318,71-08-02-327-008.000-026,1113,
Repaired,,Sherman,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-05-13T00:00:00.000Z,1,46616,6177.862,352.1585232,1265,018-1075-3154,71-08-02-329-004.000-026,806,House
Demolished,,Sancome,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-19T00:00:00.000Z,1,46628,4531.321533,333.4767097,1266,018-1082-3417,71-08-02-302-005.000-026,806,
Repaired,,Van Buren,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-01-27T00:00:00.000Z,1,46628,4133.642792,307.4990999,1267,018-1080-3341,71-08-02-304-013.000-026,1233,
Repaired,,Van Buren,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-05-24T00:00:00.000Z,,46628,3886.503723,303.3344029,1268,018-1080-3342,71-08-02-304-014.000-026,1231,"House, Garage, Fence"
Repaired,,Van Buren,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-06-06T00:00:00.000Z,1,46628,4077.377441,305.4669263,1269,018-1080-3360,71-08-02-326-010.000-026,1219,
Demolished,,Huey,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-02-20T00:00:00.000Z,2,46628,5774.140289,366.7756477,1270,018-2032-1050,71-08-03-260-015.000-026,905,"House, Fence"
